Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),skills_normalized,skills_count,experience_level,experience_years,experience_level_numeric,job_role_normalized,job_category,education_normalized,education_level,decision_binary,skill_c++,skill_cybersecurity,skill_deep learning,skill_ethical hacking,skill_java,skill_linux,skill_machine learning,skill_natural language processing,skill_networking,skill_python,skill_pytorch,skill_react.js,skill_sql,skill_tensorflow
933,Peter Brown,"SQL, Java, C++",1,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82007,10,85,"['java', 'c++', 'sql']",3,fresher,1,0,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
939,William Johnston,"SQL, C++, Java, React",3,M.Tech,Google ML,Software Engineer,Reject,44121,0,60,"['java', 'c++', 'react.js', 'sql']",4,mid-level,3,2,software engineer,software_development,M.TECH,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
944,Michael Wilson,"Java, React, SQL, C++",3,PhD,,Software Engineer,Hire,78794,4,70,"['react.js', 'sql', 'c++', 'java']",4,mid-level,3,2,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
946,Kyle Orozco,"SQL, Java, React",4,PhD,AWS Certified,Software Engineer,Hire,79539,5,90,"['java', 'react.js', 'sql']",3,mid-level,4,2,software engineer,software_development,PHD,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
959,Jesus Johnson,"C++, SQL, Java",7,B.Sc,,Software Engineer,Hire,115535,5,100,"['java', 'c++', 'sql']",3,senior,7,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
971,Chloe Blake,"C++, React, SQL",0,MBA,,Software Engineer,Reject,45815,7,50,"['react.js', 'c++', 'sql']",3,fresher,0,0,software engineer,software_development,MBA,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
972,Jennifer Morris,"C++, SQL",8,B.Sc,Google ML,Software Engineer,Hire,112514,8,100,"['c++', 'sql']",2,senior,8,3,software engineer,software_development,B.SC,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
974,Christopher Fernandez,"C++, Java, SQL",6,MBA,AWS Certified,Software Engineer,Hire,40595,1,90,"['c++', 'sql', 'java']",3,senior,6,3,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
978,Sherry White,"React, C++, SQL, Java",7,M.Tech,Google ML,Software Engineer,Hire,67871,10,100,"['react.js', 'c++', 'java', 'sql']",4,senior,7,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
983,Kristin Ferguson,"SQL, C++, Java",6,MBA,,Software Engineer,Hire,49261,1,80,"['java', 'c++', 'sql']",3,senior,6,3,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
986,Sean Jones,"React, SQL, Java",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,57933,3,100,"['react.js', 'java', 'sql']",3,fresher,10,0,software engineer,software_development,B.SC,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
991,Jennifer Martinez,"React, C++, Java, SQL",5,M.Tech,Google ML,Software Engineer,Hire,106646,4,100,"['react.js', 'c++', 'sql', 'java']",4,mid-level,5,2,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
993,Michael Dodson,"React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,50166,10,100,"['react.js', 'sql']",2,fresher,10,0,software engineer,software_development,PHD,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
995,Brian Hawkins,"React, Java",4,PhD,Google ML,Software Engineer,Hire,51742,6,90,"['react.js', 'java']",2,mid-level,4,2,software engineer,software_development,PHD,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
